transaction_id,customer_id,bank_id,transaction_datetime,transaction_type,channel,amount,currency,location_id,counterparty_country,beneficiary_type,description,country_risk_score,home_country_code,pep_flag,kyc_status
T0005302,C00178,B007,2025-08-06 09:46:00,Card,Branch,182.28,GBP,L005,IT,Own Account,Salary,1,ES,0,Verified
T0001439,C00148,B006,2025-08-06 11:13:00,Transfer,Mobile,851.92,GBP,L020,ZA,Own Account,Transfer,3,NL,0,Verified
T0004099,C00173,B006,2025-08-06 12:32:00,International Transfer,Mobile,969.27,GBP,L014,BR,Business,Payment,3,FR,0,Verified
T0003903,C00157,B011,2025-08-06 12:32:00,International Transfer,Branch,1204.33,GBP,L015,SG,Business,Invoice,2,HK,0,Verified
T0005053,C00017,B012,2025-08-06 15:28:00,Card,Branch,1153.58,GBP,L020,ZA,Own Account,Salary,3,US,0,Verified
T0005371,C00037,B010,2025-08-06 18:26:00,Cash Deposit,ATM,3963.03,GBP,L018,PL,Individual,Payment,2,HK,0,Verified
T0004305,C00125,B006,2025-08-06 19:21:00,International Transfer,ATM,2316.15,GBP,L018,PL,Individual,Invoice,2,US,0,Verified
T0003658,C00266,B009,2025-08-06 20:26:00,Card,Mobile,454.48,GBP,L011,AE,Business,Cash,4,IT,0,Verified
T0003925,C00176,B007,2025-08-06 22:35:00,International Transfer,ATM,7984.31,GBP,L011,AE,Individual,Purchase,4,ZA,0,Verified
T0004811,C00017,B003,2025-08-06 23:57:00,Card,Mobile,380.99,GBP,L017,CH,Business,Purchase,2,US,0,Verified
T0001659,C00298,B008,2025-08-07 00:09:00,Cash Deposit,Mobile,1282.89,GBP,L005,IT,Individual,Payment,1,ES,0,Verified
T0004212,C00051,B002,2025-08-07 00:23:00,Transfer,Branch,2601.06,GBP,L008,US,Individual,Cash,2,CH,0,Verified
T0000128,C00292,B012,2025-08-07 01:10:00,Transfer,Mobile,1585.2,GBP,L004,ES,Own Account,Transfer,1,ZA,0,Verified
T0003260,C00146,B011,2025-08-07 01:13:00,Transfer,ATM,91.37,GBP,L010,AU,Business,Payment,2,FR,0,Verified
T0003987,C00019,B004,2025-08-07 02:33:00,Cash Deposit,Branch,363.99,GBP,L008,US,Individual,Salary,2,IT,1,Verified
T0002700,C00008,B001,2025-08-07 05:34:00,Transfer,Online,1118.86,GBP,L002,FR,Individual,Payment,1,TR,0,Verified
T0001867,C00106,B002,2025-08-07 05:55:00,Card,Mobile,288.83,GBP,L003,DE,Own Account,Payment,1,BR,0,Verified
T0005104,C00013,B003,2025-08-07 06:20:00,Cash Deposit,Online,519.92,GBP,L009,CA,Own Account,Transfer,2,PL,0,Verified
T0000878,C00093,B011,2025-08-07 07:31:00,Transfer,Mobile,632.15,GBP,L009,CA,Business,Invoice,2,IE,0,Review Required
T0002515,C00247,B003,2025-08-07 07:57:00,Card,Mobile,1504.72,GBP,L014,BR,Own Account,Invoice,3,IT,0,Verified
T0003581,C00271,B012,2025-08-07 11:57:00,Transfer,Mobile,1293.88,GBP,L006,NL,Business,Invoice,1,NG,0,Verified
T0003130,C00058,B007,2025-08-07 12:47:00,International Transfer,Online,2480.74,GBP,L014,BR,Individual,Salary,3,DE,0,Verified
T0003330,C00269,B007,2025-08-07 13:56:00,International Transfer,ATM,5607.47,GBP,L013,NG,Business,Cash,5,FR,1,Verified
T0000526,C00249,B009,2025-08-07 14:16:00,Card,ATM,556.64,GBP,L006,NL,Own Account,Salary,1,PL,1,Verified
T0005186,C00068,B005,2025-08-07 16:57:00,Transfer,ATM,75.93,GBP,L011,AE,Own Account,Invoice,4,PL,0,Verified
T0005225,C00050,B012,2025-08-07 18:59:00,Cash Withdrawal,Mobile,281.77,GBP,L010,AU,Individual,Transfer,2,AE,0,Verified
T0000031,C00091,B008,2025-08-07 21:19:00,Cash Deposit,Mobile,1354.57,GBP,L014,BR,Individual,Purchase,3,NL,0,Verified
T0001929,C00006,B006,2025-08-07 21:39:00,Card,Branch,732.48,GBP,L006,NL,Individual,Invoice,1,FR,0,Review Required
T0003305,C00280,B002,2025-08-08 00:41:00,International Transfer,Mobile,2319.33,GBP,L020,ZA,Own Account,Payment,3,AE,0,Verified
T0004134,C00120,B011,2025-08-08 03:44:00,Cash Withdrawal,Branch,674.99,GBP,L005,IT,Individual,Cash,1,ZA,0,Verified
T0002711,C00171,B012,2025-08-08 05:18:00,Cash Withdrawal,Branch,503.06,GBP,L013,NG,Business,Cash,5,DE,0,Review Required
T0004228,C00262,B004,2025-08-08 05:52:00,International Transfer,ATM,13439.26,GBP,L007,IE,Business,Cash,1,BR,0,Verified
T0005360,C00126,B003,2025-08-08 07:10:00,Card,Mobile,1124.85,GBP,L001,GB,Individual,Transfer,1,IN,0,Verified
T0004417,C00122,B011,2025-08-08 09:27:00,Transfer,Online,2404.04,GBP,L015,SG,Individual,Invoice,2,NL,0,Review Required
T0003475,C00048,B004,2025-08-08 14:14:00,Transfer,Mobile,1113.63,GBP,L002,FR,Own Account,Transfer,1,PL,0,Verified
T0004169,C00068,B012,2025-08-08 15:40:00,Transfer,Mobile,2513.6,GBP,L006,NL,Business,Invoice,1,PL,0,Verified
T0001028,C00285,B006,2025-08-08 15:44:00,Transfer,ATM,1058.19,GBP,L014,BR,Own Account,Payment,3,IN,0,Verified
T0005398,C00254,B008,2025-08-08 16:14:00,Transfer,Mobile,678.86,GBP,L015,SG,Business,Purchase,2,BR,0,Verified
T0000300,C00288,B007,2025-08-08 17:29:00,Transfer,ATM,3946.99,GBP,L013,NG,Business,Transfer,5,FR,0,Verified
T0005061,C00199,B010,2025-08-08 19:09:00,Card,Mobile,487.86,GBP,L014,BR,Own Account,Payment,3,ZA,0,Verified
T0000615,C00267,B002,2025-08-08 19:58:00,Card,Online,785.82,GBP,L001,GB,Business,Transfer,1,HK,0,Verified
T0000410,C00222,B010,2025-08-08 21:06:00,Transfer,Online,283.04,GBP,L017,CH,Business,Cash,2,US,0,Verified
T0002897,C00009,B012,2025-08-08 22:44:00,Card,Branch,1299.49,GBP,L020,ZA,Business,Purchase,3,AU,0,Verified
T0004277,C00074,B010,2025-08-09 00:42:00,Card,Online,70.96,GBP,L010,AU,Business,Purchase,2,AE,0,Verified
T0001101,C00257,B004,2025-08-09 00:55:00,International Transfer,Online,3914.65,GBP,L001,GB,Individual,Invoice,1,IT,0,Verified
T0004381,C00031,B008,2025-08-09 01:15:00,International Transfer,Online,309.79,GBP,L008,US,Business,Purchase,2,NL,0,Review Required
T0005983,C00197,B005,2025-08-09 01:21:00,Cash Withdrawal,Mobile,1016.47,GBP,L013,NG,Individual,Salary,5,AU,0,Verified
T0005052,C00285,B006,2025-08-09 01:37:00,Cash Withdrawal,ATM,367.47,GBP,L004,ES,Business,Payment,1,IN,0,Verified
T0002555,C00139,B001,2025-08-09 02:20:00,Card,Branch,1789.1,GBP,L013,NG,Individual,Cash,5,IN,0,Verified
T0000338,C00260,B006,2025-08-09 05:50:00,Card,Online,88.36,GBP,L013,NG,Business,Cash,5,IN,0,Verified
T0004014,C00250,B003,2025-08-09 06:30:00,Card,Online,951.9,GBP,L003,DE,Individual,Payment,1,ES,0,Review Required
T0002574,C00127,B007,2025-08-09 06:32:00,Cash Withdrawal,Branch,1059.38,GBP,L003,DE,Individual,Invoice,1,TR,0,Verified
T0004313,C00048,B004,2025-08-09 07:26:00,Card,Branch,2816.31,GBP,L019,IN,Individual,Salary,3,PL,0,Verified
T0005320,C00006,B003,2025-08-09 10:36:00,Card,Online,825.42,GBP,L019,IN,Own Account,Salary,3,FR,0,Review Required
T0002623,C00041,B009,2025-08-09 12:48:00,Transfer,ATM,526.38,GBP,L012,TR,Own Account,Invoice,4,AE,0,Verified
T0002757,C00162,B003,2025-08-09 19:47:00,Transfer,Online,698.93,GBP,L019,IN,Business,Invoice,3,SG,0,Verified
T0005678,C00268,B009,2025-08-09 20:05:00,Card,ATM,1655.71,GBP,L013,NG,Individual,Payment,5,US,0,Verified
T0002766,C00054,B003,2025-08-09 20:47:00,Card,Branch,1424.88,GBP,L010,AU,Own Account,Payment,2,BR,0,Verified
T0003785,C00160,B001,2025-08-09 22:19:00,Card,ATM,9279.87,GBP,L004,ES,Own Account,Invoice,1,US,0,Verified
T0001746,C00014,B002,2025-08-10 02:12:00,Card,ATM,393.9,GBP,L009,CA,Own Account,Transfer,2,FR,0,Verified
T0004443,C00172,B011,2025-08-10 06:35:00,Card,ATM,1897.82,GBP,L002,FR,Individual,Payment,1,NG,0,Verified
T0002562,C00267,B002,2025-08-10 06:43:00,Card,ATM,1605.94,GBP,L002,FR,Individual,Purchase,1,HK,0,Verified
T0001671,C00232,B002,2025-08-10 07:21:00,Transfer,ATM,265.16,GBP,L006,NL,Business,Payment,1,IT,0,Verified
T0000997,C00176,B003,2025-08-10 07:29:00,Transfer,Branch,1159.88,GBP,L011,AE,Individual,Payment,4,ZA,0,Verified
T0004559,C00197,B007,2025-08-10 08:58:00,International Transfer,Mobile,784.74,GBP,L012,TR,Own Account,Cash,4,AU,0,Verified
T0000327,C00031,B002,2025-08-10 09:31:00,Card,ATM,1691.95,GBP,L011,AE,Own Account,Cash,4,NL,0,Review Required
T0003196,C00292,B008,2025-08-10 10:07:00,Card,Mobile,407.59,GBP,L003,DE,Individual,Transfer,1,ZA,0,Verified
T0002821,C00105,B003,2025-08-10 10:15:00,Card,Branch,855.75,GBP,L019,IN,Individual,Invoice,3,US,0,Verified
T0004114,C00026,B006,2025-08-10 11:36:00,Transfer,Branch,4074.8,GBP,L009,CA,Individual,Purchase,2,IT,0,Review Required
T0001638,C00215,B002,2025-08-10 13:14:00,Card,ATM,3585.02,GBP,L003,DE,Business,Transfer,1,DE,0,Review Required
T0004395,C00015,B012,2025-08-10 14:57:00,Card,Online,1143.85,GBP,L005,IT,Business,Salary,1,IN,0,Verified
T0000141,C00192,B012,2025-08-10 15:10:00,Card,Online,3101.94,GBP,L015,SG,Own Account,Payment,2,NG,0,Verified
T0004324,C00109,B012,2025-08-10 15:46:00,Card,Branch,2478.51,GBP,L008,US,Own Account,Cash,2,NG,0,Verified
T0003527,C00115,B012,2025-08-10 16:32:00,Cash Deposit,Mobile,163.81,GBP,L018,PL,Business,Salary,2,NL,0,Verified
T0001444,C00060,B010,2025-08-10 17:24:00,Transfer,Online,1023.38,GBP,L003,DE,Individual,Salary,1,SG,0,Review Required
T0003870,C00144,B005,2025-08-10 17:50:00,Transfer,Branch,2189.83,GBP,L006,NL,Own Account,Transfer,1,ES,0,Verified
T0003281,C00074,B010,2025-08-10 17:58:00,Card,ATM,3284.84,GBP,L017,CH,Business,Invoice,2,AE,0,Verified
T0002199,C00294,B002,2025-08-10 18:33:00,Card,Online,1765.84,GBP,L014,BR,Individual,Cash,3,DE,0,Verified
T0000865,C00050,B008,2025-08-10 19:35:00,Card,Mobile,1812.61,GBP,L015,SG,Business,Cash,2,AE,0,Verified
T0004953,C00105,B011,2025-08-10 20:48:00,Card,ATM,326.35,GBP,L013,NG,Own Account,Transfer,5,US,0,Verified
T0003132,C00133,B003,2025-08-10 22:34:00,Card,ATM,1144.23,GBP,L002,FR,Individual,Invoice,1,NG,0,Verified
T0000019,C00001,B004,2025-08-10 23:12:00,Card,Online,2997.57,GBP,L019,IN,Individual,Purchase,3,IE,0,Verified
T0005758,C00266,B009,2025-08-10 23:35:00,Card,Mobile,3299.27,GBP,L012,TR,Business,Purchase,4,IT,0,Verified
T0005651,C00095,B007,2025-08-11 00:34:00,Cash Withdrawal,Online,291.78,GBP,L003,DE,Individual,Invoice,1,IN,0,Verified
T0005032,C00118,B009,2025-08-11 00:56:00,Cash Deposit,Online,486.89,GBP,L010,AU,Individual,Transfer,2,PL,0,Verified
T0002232,C00298,B004,2025-08-11 04:05:00,International Transfer,Online,1212.48,GBP,L004,ES,Own Account,Cash,1,ES,0,Verified
T0000624,C00232,B005,2025-08-11 04:48:00,Card,Online,3666.2,GBP,L020,ZA,Individual,Cash,3,IT,0,Verified
T0005550,C00106,B002,2025-08-11 06:17:00,Cash Withdrawal,ATM,3517.6,GBP,L016,HK,Individual,Invoice,3,BR,0,Verified
T0001880,C00048,B010,2025-08-11 07:55:00,Card,ATM,2677.8,GBP,L015,SG,Own Account,Cash,2,PL,0,Verified
T0002428,C00282,B012,2025-08-11 13:50:00,Transfer,Online,271.97,GBP,L014,BR,Own Account,Purchase,3,DE,0,Verified
T0000860,C00164,B010,2025-08-11 14:14:00,Transfer,ATM,630.76,GBP,L016,HK,Own Account,Salary,3,BR,0,Verified
T0005277,C00118,B003,2025-08-11 16:00:00,Card,Mobile,386.07,GBP,L012,TR,Individual,Payment,4,PL,0,Verified
T0000047,C00231,B012,2025-08-11 16:07:00,Card,Online,882.8,GBP,L012,TR,Business,Payment,4,IT,0,Verified
T0004635,C00060,B008,2025-08-11 17:49:00,Cash Deposit,Mobile,5514.35,GBP,L017,CH,Business,Cash,2,SG,0,Review Required
T0000336,C00164,B008,2025-08-11 19:08:00,Card,ATM,1048.22,GBP,L005,IT,Own Account,Payment,1,BR,0,Verified
T0000456,C00050,B009,2025-08-11 20:10:00,International Transfer,Mobile,2286.92,GBP,L012,TR,Individual,Invoice,4,AE,0,Verified
T0000760,C00044,B011,2025-08-11 23:23:00,Card,Branch,369.91,GBP,L015,SG,Individual,Cash,2,PL,0,Review Required
T0002836,C00025,B002,2025-08-11 23:26:00,Card,Online,224.21,GBP,L004,ES,Individual,Transfer,1,CH,0,Verified
T0000854,C00125,B012,2025-08-12 01:01:00,Transfer,ATM,857.16,GBP,L012,TR,Own Account,Invoice,4,US,0,Verified
T0003680,C00211,B006,2025-08-12 01:03:00,Transfer,Mobile,735.21,GBP,L013,NG,Individual,Invoice,5,AE,1,Verified
T0002808,C00103,B009,2025-08-12 02:12:00,Card,Online,8255.51,GBP,L008,US,Own Account,Transfer,2,US,0,Verified
T0004973,C00171,B001,2025-08-12 04:20:00,Transfer,ATM,440.81,GBP,L004,ES,Own Account,Cash,1,DE,0,Review Required
T0001807,C00262,B005,2025-08-12 05:28:00,Card,ATM,868.5,GBP,L014,BR,Individual,Cash,3,BR,0,Verified
T0003751,C00094,B009,2025-08-12 05:32:00,Cash Withdrawal,Online,1875.64,GBP,L016,HK,Own Account,Purchase,3,ZA,0,Verified
T0004887,C00132,B001,2025-08-12 07:24:00,Transfer,Branch,977.4,GBP,L016,HK,Individual,Purchase,3,SG,0,Verified
T0000682,C00197,B009,2025-08-12 09:02:00,Transfer,Mobile,6170.63,GBP,L015,SG,Own Account,Invoice,2,AU,0,Verified
T0002034,C00213,B002,2025-08-12 09:16:00,Card,Mobile,348.11,GBP,L014,BR,Business,Purchase,3,CA,0,Review Required
T0003315,C00282,B004,2025-08-12 09:58:00,Transfer,Online,3159.69,GBP,L020,ZA,Individual,Transfer,3,DE,0,Verified
T0004530,C00246,B005,2025-08-12 10:22:00,Card,ATM,225.97,GBP,L001,GB,Individual,Salary,1,ES,0,Verified
T0003310,C00108,B002,2025-08-12 11:30:00,Cash Withdrawal,ATM,1347.71,GBP,L006,NL,Own Account,Cash,1,IN,0,Verified
T0005231,C00263,B008,2025-08-12 12:19:00,Cash Withdrawal,Online,4787.21,GBP,L017,CH,Own Account,Salary,2,CH,0,Verified
T0003999,C00176,B003,2025-08-12 12:25:00,Transfer,Mobile,903.31,GBP,L009,CA,Business,Invoice,2,ZA,0,Verified
T0001149,C00197,B001,2025-08-12 12:33:00,International Transfer,Branch,342.49,GBP,L008,US,Own Account,Purchase,2,AU,0,Verified
T0001923,C00257,B003,2025-08-12 12:52:00,Transfer,Online,2903.89,GBP,L016,HK,Own Account,Purchase,3,IT,0,Verified
T0000449,C00180,B008,2025-08-12 12:58:00,Cash Deposit,Branch,930.32,GBP,L019,IN,Individual,Transfer,3,HK,0,Verified
T0000889,C00002,B007,2025-08-12 13:18:00,Transfer,ATM,160.83,GBP,L003,DE,Business,Salary,1,PL,0,Verified
T0004353,C00150,B004,2025-08-12 16:09:00,Transfer,ATM,1268.68,GBP,L003,DE,Individual,Salary,1,FR,0,Verified
T0005630,C00035,B005,2025-08-12 18:17:00,Transfer,Branch,1215.24,GBP,L013,NG,Individual,Transfer,5,IN,0,Verified
T0002734,C00183,B005,2025-08-12 20:06:00,Cash Deposit,Mobile,1056.81,GBP,L016,HK,Individual,Salary,3,AU,0,Review Required
T0004895,C00030,B002,2025-08-12 21:06:00,Cash Withdrawal,Branch,65.06,GBP,L017,CH,Business,Invoice,2,PL,0,Verified
T0003336,C00195,B010,2025-08-12 21:22:00,Card,Online,795.52,GBP,L007,IE,Individual,Transfer,1,BR,0,Verified
T0000213,C00188,B012,2025-08-12 22:24:00,Card,Branch,664.75,GBP,L010,AU,Individual,Purchase,2,IT,0,Verified
T0001302,C00285,B007,2025-08-12 22:46:00,Card,ATM,808.43,GBP,L010,AU,Individual,Transfer,2,IN,0,Verified
T0001374,C00136,B012,2025-08-12 23:14:00,International Transfer,ATM,125.48,GBP,L011,AE,Individual,Transfer,4,IE,0,Verified
T0004842,C00075,B003,2025-08-13 00:11:00,Transfer,Online,2971.23,GBP,L002,FR,Own Account,Purchase,1,ES,1,Verified
T0000963,C00099,B010,2025-08-13 01:04:00,Transfer,Online,141.38,GBP,L019,IN,Business,Payment,3,SG,0,Verified
T0004101,C00097,B012,2025-08-13 02:06:00,International Transfer,Online,978.59,GBP,L007,IE,Own Account,Transfer,1,US,0,Verified
T0005385,C00155,B012,2025-08-13 03:26:00,Card,Mobile,5054.76,GBP,L006,NL,Business,Invoice,1,CA,0,Verified
T0002187,C00014,B004,2025-08-13 04:06:00,Cash Deposit,Mobile,3585.21,GBP,L007,IE,Own Account,Cash,1,FR,0,Verified
T0003486,C00148,B009,2025-08-13 04:52:00,Card,Online,941.24,GBP,L009,CA,Business,Purchase,2,NL,0,Verified
T0000365,C00128,B001,2025-08-13 06:01:00,International Transfer,Branch,208.07,GBP,L014,BR,Business,Transfer,3,HK,0,Verified
T0004299,C00169,B007,2025-08-13 06:37:00,Card,Mobile,360.8,GBP,L007,IE,Own Account,Payment,1,AE,0,Verified
T0005117,C00138,B007,2025-08-13 07:54:00,Cash Deposit,Branch,2954.25,GBP,L008,US,Own Account,Invoice,2,DE,0,Verified
T0003704,C00216,B009,2025-08-13 10:24:00,Transfer,ATM,202.88,GBP,L002,FR,Individual,Payment,1,PL,0,Verified
T0005779,C00183,B005,2025-08-13 10:50:00,International Transfer,ATM,668.57,GBP,L013,NG,Individual,Payment,5,AU,0,Review Required
T0001616,C00182,B009,2025-08-13 15:38:00,Transfer,Mobile,1186.44,GBP,L016,HK,Business,Purchase,3,BR,0,Verified
T0000540,C00113,B001,2025-08-13 16:47:00,Cash Withdrawal,Mobile,406.82,GBP,L020,ZA,Business,Payment,3,PL,0,Verified
T0001500,C00225,B011,2025-08-13 19:36:00,Cash Deposit,ATM,1477.52,GBP,L004,ES,Business,Purchase,1,IE,0,Verified
T0002093,C00060,B011,2025-08-13 19:51:00,Card,ATM,2331.93,GBP,L016,HK,Own Account,Purchase,3,SG,0,Review Required
T0003800,C00159,B012,2025-08-13 21:17:00,Card,Branch,1150.14,GBP,L005,IT,Individual,Transfer,1,IN,0,Verified
T0001537,C00053,B012,2025-08-13 23:47:00,Transfer,Mobile,2477.46,GBP,L019,IN,Business,Payment,3,IN,0,Verified
T0001480,C00294,B001,2025-08-14 05:12:00,Transfer,Online,1849.95,GBP,L010,AU,Business,Transfer,2,DE,0,Verified
T0002996,C00180,B012,2025-08-14 06:43:00,Cash Withdrawal,Branch,233.78,GBP,L013,NG,Individual,Transfer,5,HK,0,Verified
T0005444,C00225,B011,2025-08-14 08:46:00,International Transfer,Branch,333.33,GBP,L010,AU,Individual,Payment,2,IE,0,Verified
T0003778,C00135,B011,2025-08-14 08:58:00,Card,Mobile,37.42,GBP,L019,IN,Business,Payment,3,ZA,0,Verified
T0003209,C00072,B009,2025-08-14 09:22:00,Cash Withdrawal,ATM,6617.36,GBP,L002,FR,Own Account,Cash,1,BR,0,Verified
T0001886,C00083,B003,2025-08-14 09:45:00,International Transfer,Mobile,423.13,GBP,L001,GB,Individual,Salary,1,BR,0,Verified
T0002042,C00231,B011,2025-08-14 11:26:00,Card,Mobile,599.35,GBP,L014,BR,Individual,Invoice,3,IT,0,Verified
T0005487,C00289,B001,2025-08-14 12:47:00,Card,Mobile,2688.01,GBP,L003,DE,Business,Salary,1,ZA,0,Verified
T0005635,C00226,B012,2025-08-14 16:36:00,International Transfer,Online,1880.53,GBP,L002,FR,Own Account,Transfer,1,TR,0,Verified
T0001835,C00257,B005,2025-08-14 16:51:00,Card,Mobile,155.44,GBP,L005,IT,Individual,Salary,1,IT,0,Verified
T0001333,C00208,B007,2025-08-14 16:53:00,Transfer,Branch,213.53,GBP,L005,IT,Individual,Purchase,1,TR,0,Verified
T0002646,C00003,B001,2025-08-14 17:00:00,Card,Mobile,3112.52,GBP,L007,IE,Individual,Transfer,1,GB,0,Verified
T0003588,C00178,B001,2025-08-14 17:41:00,International Transfer,Mobile,751.8,GBP,L016,HK,Individual,Transfer,3,ES,0,Verified
T0005271,C00049,B005,2025-08-14 18:26:00,Cash Deposit,Branch,1378.19,GBP,L009,CA,Own Account,Transfer,2,IE,0,Verified
T0001915,C00182,B006,2025-08-14 18:49:00,Transfer,ATM,1734.73,GBP,L004,ES,Business,Purchase,1,BR,0,Verified
T0002109,C00296,B008,2025-08-14 21:50:00,Card,Mobile,193.52,GBP,L014,BR,Own Account,Invoice,3,TR,0,Verified
T0004836,C00280,B007,2025-08-14 23:16:00,International Transfer,Mobile,870.93,GBP,L008,US,Own Account,Payment,2,AE,0,Verified
T0000689,C00064,B011,2025-08-15 00:09:00,Card,Online,2928.75,GBP,L020,ZA,Own Account,Purchase,3,IE,0,Verified
T0003770,C00254,B010,2025-08-15 00:56:00,Transfer,Online,1727.31,GBP,L011,AE,Individual,Transfer,4,BR,0,Verified
T0003832,C00266,B002,2025-08-15 01:18:00,Transfer,Mobile,513.71,GBP,L012,TR,Own Account,Transfer,4,IT,0,Verified
T0000111,C00016,B002,2025-08-15 03:25:00,Card,Mobile,242.28,GBP,L010,AU,Own Account,Purchase,2,NG,0,Verified
T0000064,C00008,B006,2025-08-15 04:17:00,Card,Online,459.12,GBP,L009,CA,Business,Salary,2,TR,0,Verified
T0004337,C00072,B011,2025-08-15 06:17:00,Transfer,Mobile,199.88,GBP,L010,AU,Individual,Transfer,2,BR,0,Verified
T0004331,C00239,B007,2025-08-15 09:58:00,Transfer,ATM,883.77,GBP,L009,CA,Own Account,Cash,2,NG,0,Verified
T0003231,C00021,B009,2025-08-15 11:50:00,Card,Mobile,685.43,GBP,L005,IT,Own Account,Payment,1,NG,0,Verified
T0002281,C00292,B009,2025-08-15 11:57:00,Card,Online,569.44,GBP,L010,AU,Individual,Invoice,2,ZA,0,Verified
T0002547,C00103,B010,2025-08-15 12:50:00,Transfer,Online,1150.11,GBP,L001,GB,Individual,Invoice,1,US,0,Verified
T0005846,C00089,B002,2025-08-15 15:41:00,Card,Online,1278.18,GBP,L002,FR,Own Account,Cash,1,BR,0,Verified
T0001626,C00090,B010,2025-08-15 22:50:00,Card,ATM,1103.67,GBP,L007,IE,Business,Cash,1,SG,0,Verified
T0000292,C00102,B007,2025-08-15 23:30:00,Cash Withdrawal,Online,9193.6,GBP,L006,NL,Business,Payment,1,US,0,Verified
T0001796,C00287,B006,2025-08-16 01:57:00,Transfer,Online,674.05,GBP,L015,SG,Individual,Transfer,2,AE,0,Verified
T0003696,C00118,B005,2025-08-16 04:04:00,Cash Withdrawal,ATM,1042.14,GBP,L010,AU,Individual,Cash,2,PL,0,Verified
T0003483,C00289,B010,2025-08-16 04:44:00,International Transfer,Mobile,450.96,GBP,L008,US,Individual,Transfer,2,ZA,0,Verified
T0004357,C00281,B012,2025-08-16 05:25:00,Transfer,Mobile,1062.05,GBP,L014,BR,Own Account,Invoice,3,AU,0,Verified
T0004396,C00157,B012,2025-08-16 06:06:00,Card,Online,1018.23,GBP,L002,FR,Own Account,Invoice,1,HK,0,Verified
T0000024,C00018,B010,2025-08-16 06:55:00,Cash Withdrawal,ATM,848.29,GBP,L014,BR,Own Account,Cash,3,BR,0,Verified
T0000640,C00020,B001,2025-08-16 09:16:00,Card,Branch,859.7,GBP,L016,HK,Business,Transfer,3,IT,0,Verified
T0005672,C00260,B011,2025-08-16 09:59:00,Card,ATM,4639.22,GBP,L008,US,Business,Salary,2,IN,0,Verified
T0001633,C00008,B012,2025-08-16 10:02:00,Cash Deposit,Branch,522.97,GBP,L006,NL,Business,Transfer,1,TR,0,Verified
T0002677,C00254,B003,2025-08-16 10:23:00,Card,Online,644.64,GBP,L014,BR,Individual,Salary,3,BR,0,Verified
T0003764,C00061,B006,2025-08-16 10:44:00,Card,ATM,1246.63,GBP,L003,DE,Business,Transfer,1,CH,0,Verified
T0005945,C00105,B012,2025-08-16 11:20:00,Cash Deposit,Online,113.15,GBP,L015,SG,Own Account,Salary,2,US,0,Verified
T0002205,C00186,B004,2025-08-16 13:35:00,Card,Mobile,16153.98,GBP,L009,CA,Individual,Salary,2,AE,0,Verified
T0000917,C00115,B009,2025-08-16 14:10:00,Card,ATM,150.67,GBP,L001,GB,Own Account,Transfer,1,NL,0,Verified
T0002857,C00192,B003,2025-08-16 17:30:00,Transfer,ATM,424.8,GBP,L011,AE,Individual,Payment,4,NG,0,Verified
T0002731,C00233,B005,2025-08-16 20:02:00,Card,Branch,1239.79,GBP,L001,GB,Own Account,Transfer,1,ES,0,Verified
T0003190,C00281,B006,2025-08-16 23:02:00,Card,Branch,583.71,GBP,L012,TR,Individual,Transfer,4,AU,0,Verified
T0001676,C00162,B004,2025-08-16 23:06:00,Cash Deposit,Online,1834.6,GBP,L017,CH,Individual,Purchase,2,SG,0,Verified
T0004431,C00185,B005,2025-08-17 01:27:00,Transfer,Online,4571.32,GBP,L015,SG,Business,Transfer,2,AE,0,Verified
T0002219,C00153,B007,2025-08-17 03:47:00,Cash Deposit,Mobile,1060.93,GBP,L015,SG,Individual,Purchase,2,SG,0,Verified
T0001801,C00039,B012,2025-08-17 05:37:00,Transfer,Online,3738.86,GBP,L018,PL,Own Account,Transfer,2,BR,0,Verified
T0000880,C00224,B002,2025-08-17 09:29:00,Card,Branch,666.62,GBP,L002,FR,Business,Purchase,1,HK,0,Verified
T0003173,C00179,B006,2025-08-17 10:37:00,Card,Branch,391.34,GBP,L020,ZA,Individual,Payment,3,AU,0,Verified
T0002998,C00101,B005,2025-08-17 11:59:00,Card,ATM,2512.04,GBP,L006,NL,Own Account,Transfer,1,PL,0,Verified
T0003923,C00100,B005,2025-08-17 12:36:00,Cash Withdrawal,Branch,240.57,GBP,L001,GB,Individual,Transfer,1,SG,0,Verified
T0005608,C00274,B009,2025-08-17 13:17:00,Card,Branch,1737.83,GBP,L019,IN,Business,Invoice,3,NG,1,Verified
T0001511,C00274,B010,2025-08-17 13:20:00,Transfer,Online,501.96,GBP,L018,PL,Business,Purchase,2,NG,1,Verified
T0004440,C00116,B006,2025-08-17 13:36:00,Transfer,Online,755.24,GBP,L007,IE,Own Account,Payment,1,AE,0,Verified
T0002004,C00060,B010,2025-08-17 13:42:00,Cash Deposit,Branch,2675.09,GBP,L016,HK,Business,Transfer,3,SG,0,Review Required
T0004922,C00216,B002,2025-08-17 16:08:00,Cash Deposit,Online,1497.35,GBP,L001,GB,Business,Purchase,1,PL,0,Verified
T0001466,C00274,B005,2025-08-17 16:11:00,Card,Online,636.61,GBP,L016,HK,Own Account,Payment,3,NG,1,Verified
T0003271,C00091,B001,2025-08-17 16:38:00,Card,Online,400.67,GBP,L015,SG,Business,Cash,2,NL,0,Verified
T0000441,C00209,B004,2025-08-17 20:06:00,Card,ATM,678.12,GBP,L007,IE,Business,Transfer,1,IT,0,Verified
