customer_id,annual_income,monthly_debt_payment,loan_amount,loan_term_months,existing_loans_count,account_open_date
112140,39128.81,903.34,6592.2,300,4.0,25/04/2022
119577,36578.53,0.0,16569.23,120,1.0,02-05-2020
103003,41135.39,429.71,8408.67,240,0.0,03/21/2023
108215,24335.71,933.86,11214.85,36,0.0,2024-10-08
111716,12624.67,132.44,20413.05,48,1.0,15/04/2025
117854,12687.0,798.01,21449.95,180,0.0,17/03/2024
105389,35240.54,608.17,10004.57,36,0.0,03/19/2024
119932,92289.24,316.39,10296.36,180,2.0,08/03/2025
101309,35925.35,389.72,15705.5,120,3.0,2023-01-29
111345,53102.05,1183.82,13828.39,36,2.0,14/03/2019
103475,19084.28,268.39,12570.62,180,0.0,21-04-2025
100789,34681.63,924.71,8729.42,60,0.0,04/07/2020
118703,50483.71,19.76,12908.06,60,0.0,2019-12-11
113483,20347.85,760.95,18126.94,60,1.0,03-08-2021
107740,,0.0,5460.96,48,1.0,16-01-2021
103284,17209.02,727.97,9606.26,12,0.0,12/09/2024
118183,32278.48,862.43,5130.21,120,1.0,19-09-2021
102514,19832.88,893.4,10108.14,300,0.0,10/22/2021
112618,23395.02,412.04,15778.96,300,0.0,01/11/2019
117310,18940.25,670.83,13607.16,300,1.0,2025-12-24
115481,12991.55,951.88,12486.69,60,0.0,2020-05-21
113571,31486.99,1087.84,20411.37,12,2.0,08/05/2024
115851,52498.06,484.5,5141.36,36,0.0,2018-05-18
109258,33743.71,876.67,11274.99,240,2.0,03/17/2024
106227,31640.24,991.85,11788.83,60,2.0,2021-10-04
117068,35106.02,537.53,10344.69,240,2.0,24-06-2026
111892,42922.18,964.25,16111.93,36,1.0,17-10-2023
108791,33694.27,826.64,10823.77,180,3.0,01/06/2025
119476,31078.24,331.83,8094.66,36,1.0,04-03-2021
112044,-47126.29,0.0,6022.16,12,1.0,05-02-2023
105006,13054.32,584.21,23676.13,24,0.0,09-02-2022
106214,14453.63,506.52,10108.92,84,1.0,28/08/2019
111249,54869.97,585.71,13452.25,12,0.0,19-11-2019
109777,32602.58,106.83,7326.29,240,0.0,09/01/2024
107982,51238.89,1164.28,4884.45,120,1.0,29-10-2020
105257,29372.76,14.95,35513.18,120,0.0,2018-05-15
120333,13829.9,321.78,16708.87,240,3.0,06/11/2023
113458,17046.22,1528.58,13772.62,240,1.0,04/09/2021
114542,36630.78,1101.8,7293.28,180,2.0,08/08/2022
111880,19378.71,690.37,6934.95,240,0.0,2020-06-01
118119,41820.42,760.46,6199.51,180,0.0,04/08/2021
116305,14388.27,1403.19,22639.21,12,2.0,26/07/2026
109986,-12833.15,544.24,6278.9,36,1.0,2023-03-13
100270,17425.88,582.34,6160.25,12,0.0,12/15/2019
103301,24790.2,0.0,12729.56,240,2.0,2019-06-01
119291,35509.49,360.57,7347.29,120,4.0,04/08/2020
106843,35340.95,531.12,27313.49,36,0.0,04-07-2018
112241,28063.11,355.95,6501.14,120,1.0,06/11/2020
107990,40060.09,729.35,10948.43,24,0.0,01/10/2021
105406,61587.73,-548.35,7172.62,300,0.0,02/05/2018
114168,48990.9,565.65,20493.19,60,0.0,04-02-2024
100712,39991.75,760.37,14332.98,180,2.0,12/11/2023
105783,19628.94,293.13,11043.26,120,2.0,05-06-2020
104409,27758.77,266.47,8239.54,12,1.0,12/14/2023
111688,34835.09,769.84,9464.2,84,1.0,28-08-2019
111409,42614.75,12.07,11417.43,36,1.0,04/08/2022
105260,51624.83,777.78,35383.35,84,0.0,24/10/2022
105920,18545.17,505.11,13882.81,300,1.0,12/11/2024
117455,40631.65,313.51,6208.67,48,0.0,01/10/2026
116537,52657.75,279.08,7310.51,300,4.0,18-01-2025
105411,29709.31,1015.08,17078.85,12,2.0,30/05/2025
117724,16388.79,248.94,10139.66,36,1.0,06/17/2022
100550,29303.67,96.91,21650.64,120,1.0,05/01/2021
103241,16700.6,502.96,12403.41,12,1.0,2022-07-17
104005,16514.45,412.03,8479.25,180,2.0,07/07/2025
118476,14528.78,246.5,18318.93,120,1.0,2021-04-23
117624,29999.11,386.33,41362.49,240,2.0,05/02/2018
115115,61535.54,148.38,4653.94,300,1.0,18/12/2021
108493,32939.75,108.62,11574.33,120,2.0,2025-09-21
118827,8229.08,887.2,10811.57,12,0.0,20-05-2022
103264,24357.29,1219.97,11020.01,84,1.0,04/08/2020
109321,27310.78,704.91,21189.52,12,2.0,10/10/2019
105061,35859.35,,,24,,27/04/2018
108444,35948.3,291.82,8783.17,240,1.0,2022-11-15
111109,35125.94,1103.65,18068.86,180,1.0,23/06/2025
102098,22097.32,804.65,12741.95,12,1.0,11-06-2021
107001,25787.8,391.49,8947.31,12,1.0,31/10/2018
107292,13925.28,384.93,4751.67,180,1.0,03-05-2021
103671,21035.75,0.0,14682.55,120,1.0,21/01/2020
104968,1433478.0,364.91,9673.72,48,2.0,19-04-2023
112357,21676.2,998.65,9367.24,60,1.0,2018-02-06
114046,19625.43,947.39,21657.21,240,0.0,29/12/2020
110629,24329.49,1046.84,5195.71,300,2.0,13-03-2021
104416,28966.71,594.92,13556.47,180,1.0,09/11/2024
118819,35756.64,624.58,28485.13,300,2.0,11/25/2020
113293,22814.7,168.34,6446.3,12,3.0,14-09-2020
108940,38376.11,858.34,6519.55,24,0.0,05/25/2023
120067,37754.48,554.3,21929.19,48,0.0,24-09-2021
112898,49709.77,1343.73,2749.57,60,3.0,24-10-2023
115097,33504.88,507.99,5583.3,60,1.0,01/12/2021
100022,17547.02,1133.06,11604.17,300,0.0,12/11/2023
102934,14751.37,332.65,26754.31,60,1.0,2020-12-11
116628,,525.84,12076.62,24,0.0,09/04/2025
117790,67332.44,1336.17,16684.74,12,2.0,07-08-2021
106597,39006.55,592.58,12660.25,48,1.0,14-08-2024
117037,14814.75,687.34,10771.37,84,2.0,08/14/2020
116124,15660.01,203.83,24411.76,48,1.0,28/06/2019
120126,34087.2,468.08,7243.6,24,2.0,06/23/2021
104833,26663.31,957.68,17469.28,60,2.0,01-06-2018
119916,45588.37,469.1,10667.84,300,3.0,04-02-2024
114825,28627.12,98.74,5725.59,84,0.0,27-02-2022
116561,24978.01,-1041.82,16456.31,60,1.0,03/05/2023
119393,17989.26,592.59,7193.53,84,2.0,22/06/2026
118302,20757.34,659.11,7274.62,12,2.0,09/07/2019
118437,52213.63,1037.35,23096.01,180,3.0,09/03/2022
100056,13697.75,687.37,18010.74,240,0.0,2023-03-14
103412,31140.16,1155.07,8842.7,12,1.0,13/12/2021
110416,21462.7,365.46,7797.69,60,1.0,20/11/2022
102855,19739.08,375.46,23634.13,36,0.0,06/07/2026
100400,26440.0,1124.96,8104.47,24,0.0,24-10-2019
102986,38804.87,495.33,4978.7,84,0.0,11/15/2018
110251,42207.56,319.73,19075.29,240,0.0,26-11-2024
106605,23305.41,0.0,10011.05,48,2.0,01-12-2018
118722,11575.85,1092.13,9359.11,60,0.0,27/12/2025
120004,38017.36,0.0,9831.76,300,0.0,2018-07-05
117545,53169.54,907.74,29020.14,36,1.0,05/10/2019
111632,26548.04,0.0,13034.5,12,0.0,09/07/2023
111582,28519.9,611.05,5301.11,120,1.0,12-03-2021
114734,29320.63,1244.06,9122.15,60,3.0,07-07-2024
119959,12434.84,97.03,13545.33,36,2.0,2024-06-17
106554,22127.13,,,36,,03-05-2018
108780,40877.12,,,36,,2023-05-24
117757,48868.08,929.51,3000.03,60,1.0,02/08/2022
107258,89216.24,651.38,9261.02,24,1.0,19-03-2020
114883,18897.98,1018.02,3653.82,24,1.0,21-12-2024
117036,22188.47,254.25,28687.59,48,2.0,2023-10-29
105781,28611.55,609.06,17039.68,60,1.0,04-08-2025
117454,18640.55,599.32,3900.47,240,1.0,05/09/2020
111895,30077.91,726.58,13731.87,60,2.0,26/03/2018
119431,56577.77,743.32,8603.76,84,0.0,30-12-2023
107233,17878.1,965.31,8904.21,300,0.0,29-03-2025
113837,30781.44,914.04,25754.45,12,1.0,29/05/2026
111736,34878.54,1031.74,13493.65,300,2.0,02-04-2023
114709,30925.59,1127.48,4620.47,240,1.0,18-07-2018
100519,59276.63,-726.0,4209.89,180,1.0,06-06-2024
101755,22315.71,577.16,4625.4,60,1.0,2021-04-09
104508,26801.44,1161.75,9707.3,48,1.0,26/01/2021
117423,-49327.92,615.3,10843.98,180,1.0,10/23/2018
114961,15919.96,872.91,16231.36,12,0.0,2018-08-06
105263,19509.38,898.83,4672.56,48,1.0,03/03/2022
101069,16386.13,1190.69,9661.1,60,1.0,2022-06-25
108340,26225.51,685.83,9151.46,180,1.0,15/12/2019
108419,36807.73,1558.27,10844.32,180,0.0,04-11-2023
115503,28318.66,545.36,5269.27,120,1.0,31-10-2023
114904,32864.76,1070.14,11073.04,12,0.0,06/18/2023
106611,16145.26,467.79,7826.43,12,1.0,2025-05-08
117354,27112.26,859.84,9939.25,60,0.0,12-01-2025
100665,105005.08,334.55,7754.85,12,1.0,01/26/2022
115181,48343.57,761.92,7033.74,120,3.0,01/19/2021
100716,24122.31,562.51,16553.93,180,1.0,2018-09-27
105780,10752.13,905.06,12959.35,36,0.0,2018-09-22
116437,20005.77,1066.16,14274.27,24,1.0,24-08-2018
101699,47044.08,478.5,7606.78,24,4.0,25/04/2025
101877,35625.84,-853.59,11409.98,240,1.0,07/24/2025
115318,19061.47,583.61,18170.06,48,0.0,08/18/2022
119698,18533.49,1351.17,8286.33,36,3.0,2024-06-07
107320,30179.76,1275.98,7099.84,240,0.0,20/09/2023
109724,39341.86,314.5,6987.95,300,2.0,18-08-2023
118418,52124.64,774.13,17128.07,60,0.0,04-08-2018
106800,22360.88,0.0,13962.97,36,1.0,01/12/2018
104916,28592.87,1203.33,11281.32,12,3.0,03/06/2022
107065,40752.67,491.67,10175.25,84,3.0,16/10/2024
107140,13713.17,383.64,4709.17,24,1.0,2020-05-12
102979,22177.7,1264.98,8323.82,12,1.0,03/12/2021
113359,47168.77,180.95,12069.33,84,2.0,27-02-2019
108990,20610.41,1056.96,13134.25,180,0.0,07/10/2020
106861,25795.36,864.69,8345.17,120,1.0,2024-04-23
108168,17184.9,568.8,20323.41,240,0.0,17-07-2024
112437,46326.47,527.47,11072.65,48,0.0,27/09/2023
112163,48749.73,366.4,3675.71,120,0.0,2023-12-12
108128,22176.51,,,24,,07/14/2019
117441,40267.22,527.1,11099.23,48,0.0,25-06-2024
106592,32182.72,718.21,27317.27,24,0.0,2024-01-05
108672,23717.49,766.27,15509.93,84,2.0,24-04-2024
117080,36251.36,230.45,13925.0,120,2.0,28-11-2020
100091,20052.45,489.75,8430.18,36,0.0,12/10/2023
102577,-28596.1,702.34,3540.8,12,1.0,06-08-2023
112362,12208.39,1201.41,9345.2,84,0.0,19/03/2024
110866,24932.67,744.72,4802.9,120,1.0,07/25/2023
108384,27569.63,578.03,4413.29,36,0.0,17/02/2020
113847,27711.72,954.68,19041.95,240,1.0,07/14/2022
118075,30932.08,442.01,13498.24,36,1.0,2022-07-27
113229,49697.19,782.78,25074.71,180,0.0,28-03-2025
120121,13987.78,1142.69,3977.69,24,1.0,31-07-2020
109819,30394.72,652.47,6232.82,84,1.0,15-03-2019
116919,22466.54,576.08,6485.8,36,0.0,20-03-2024
104260,16810.93,1163.03,12864.35,24,1.0,17-02-2024
103896,31825.53,136.11,17550.87,84,1.0,03/04/2023
118130,-26396.46,676.31,5529.67,300,2.0,2018-01-08
101349,18320.12,265.64,22464.31,300,0.0,2024-02-05
112273,14437.72,557.04,16787.58,84,0.0,2020-06-20
113838,48271.35,436.91,25987.71,24,1.0,2020-01-20
117001,22346.89,1017.24,4038.8,24,2.0,02/19/2024
103777,-11756.85,691.2,6242.67,240,0.0,05/10/2022
117940,40879.33,508.54,6574.06,180,1.0,2024-08-02
103740,,458.9,11045.22,12,3.0,2024-05-09
115984,12543.2,915.22,12976.68,48,0.0,02-02-2025
104050,26159.07,1181.45,25217.54,48,0.0,25/05/2018
119559,25587.22,1247.4,7961.75,84,1.0,15-10-2021
107705,,709.99,10556.22,36,0.0,10/01/2022
114061,25647.26,867.56,10737.51,180,1.0,30/10/2024
102762,21419.05,0.0,4415.89,24,0.0,2022-09-15
103581,19731.69,1280.56,10411.01,240,1.0,2019-02-18
112870,15144.09,942.95,11149.16,12,2.0,2020-04-24
107105,30951.76,237.77,12412.17,24,0.0,2024-04-06
106372,29718.19,409.3,4649.34,12,0.0,15-03-2018
115895,26952.61,961.82,10419.13,180,0.0,18/05/2024
112137,23638.71,406.09,2470.47,180,0.0,11/09/2019
111877,516902.8,612.26,5444.23,120,2.0,28/07/2022
105062,43905.43,502.37,5615.06,120,0.0,2024-07-27
103602,737890.4,-402.77,8503.28,60,0.0,02/21/2026
113982,35836.23,879.84,4580.13,84,0.0,06-04-2026
111179,26462.4,154.47,11369.59,300,1.0,03-09-2025
111856,67247.46,627.07,10065.69,36,1.0,09/13/2023
106948,66210.75,161.44,11437.62,12,1.0,11/10/2025
107756,30013.49,0.0,14880.62,36,1.0,06/30/2026
109638,35178.73,0.0,14033.82,24,2.0,2021-04-22
112644,36953.76,1001.5,11085.16,24,2.0,10/24/2020
109212,27077.07,695.97,9573.19,180,1.0,07-08-2019
108897,46266.77,493.59,10926.55,36,3.0,01-06-2022
112860,39111.58,553.94,8006.72,12,1.0,12/22/2019
118066,23815.36,877.43,8908.78,36,1.0,17-07-2018
110435,17913.46,1412.92,6398.0,48,1.0,06/23/2026
113023,33101.38,494.21,11770.74,300,0.0,09/09/2022
109761,21247.47,415.21,10431.42,24,2.0,01/01/2021
118480,34387.75,1097.35,18078.03,240,0.0,10/26/2019
110766,30005.69,242.69,17155.49,180,2.0,01/18/2025
109574,43117.82,847.8,14348.72,120,1.0,08-12-2024
106017,32299.19,658.0,14985.5,12,0.0,10/13/2024
112604,37232.52,1796.93,11593.4,180,0.0,2020-06-09
102956,26860.39,527.15,11710.1,180,2.0,17/01/2019
107869,35446.06,565.19,12707.14,24,0.0,11-08-2026
111934,28640.13,407.11,8879.54,24,0.0,09/11/2021
109670,46355.4,607.85,9043.45,48,1.0,27/01/2023
105409,39896.41,668.16,8224.83,36,0.0,22/08/2021
109611,78017.78,393.73,26427.83,12,3.0,07-12-2022
107520,10605.67,0.0,23577.74,84,0.0,07/30/2019
101103,1175194.4,768.97,8435.11,180,2.0,07/28/2022
112657,23023.18,777.58,19395.1,120,0.0,2021-06-07
116810,25505.53,974.26,34435.38,300,1.0,02/08/2018
117181,34190.01,527.91,14432.38,180,1.0,06/22/2019
104690,-20162.3,957.83,16556.0,60,3.0,03/06/2022
101558,-68503.05,1258.52,8291.15,120,1.0,08-08-2026
120007,17606.62,229.11,11373.7,24,1.0,30/11/2020
102488,44918.39,812.44,16683.16,60,1.0,26-07-2025
119053,70617.9,632.74,9964.37,120,1.0,31/12/2020
119297,23685.43,931.67,46227.63,24,0.0,21/10/2023
103523,18120.93,887.32,10238.52,24,0.0,27-05-2026
104542,31781.04,1029.83,13230.42,84,0.0,05-09-2023
115582,54905.89,0.0,28704.91,240,2.0,2019-02-27
103400,35043.77,1339.52,14044.21,60,0.0,05/04/2026
114151,46114.82,,,12,,2021-06-05
120492,41297.36,1014.68,4333.65,240,0.0,18/02/2024
112063,24692.94,1029.1,18948.69,180,0.0,2026-03-23
112064,,813.12,15299.53,24,3.0,11/13/2024
102272,69951.41,896.12,6344.98,300,3.0,08/31/2023
102374,25178.75,83.91,4731.01,24,2.0,2021-12-23
110844,-26026.99,430.38,12697.06,36,0.0,2022-04-15
112375,22447.42,1247.64,13476.74,60,0.0,08/05/2018
114560,24841.78,856.02,8123.93,24,1.0,07-01-2020
108728,39142.79,0.0,10468.6,120,1.0,05/08/2019
109843,30553.77,211.54,8082.29,24,2.0,02/23/2018
100292,21725.25,666.46,3665.53,12,2.0,2025-04-19
111028,39077.28,1050.7,6609.22,12,1.0,2019-12-03
120192,22232.94,1065.66,13511.66,120,2.0,12/12/2023
111392,33881.44,792.58,7530.5,180,0.0,08/28/2023
102870,21150.17,892.01,5895.0,48,1.0,08/29/2026
114106,51507.82,1060.52,4697.69,24,1.0,03/06/2026
111401,24479.21,641.0,7549.97,48,2.0,2020-04-04
109964,25329.42,183.94,11736.9,36,3.0,2021-12-07
116031,41762.75,1591.18,2565.19,24,1.0,15/06/2026
116600,42419.66,212.77,38627.61,120,1.0,23-07-2020
117139,12243.64,79.62,13664.19,240,1.0,15/12/2023
119900,65007.82,0.0,1772.37,12,1.0,2021-04-17
117059,9736.53,845.64,4206.3,84,0.0,18/02/2024
115296,17673.12,691.71,16650.53,84,0.0,15/07/2020
119585,35833.51,243.76,5909.84,36,2.0,2023-02-24
104879,18318.61,692.43,8163.72,84,1.0,13-08-2022
119373,21686.25,924.75,31342.6,120,2.0,2022-10-13
110542,31428.6,495.21,15886.01,24,0.0,28/02/2026
119914,25345.08,757.74,15182.15,300,0.0,03/23/2018
117894,14801.14,401.07,12288.31,48,2.0,09/06/2023
110420,35800.07,799.6,16256.5,36,2.0,2025-09-03
114681,26924.81,400.75,11713.15,240,0.0,31/05/2022
104418,30374.9,115.4,2540.29,240,1.0,23/09/2021
110002,20633.14,241.65,6678.7,180,1.0,06-07-2026
104647,50722.02,665.74,4178.03,12,1.0,24/04/2024
115764,29184.32,276.04,9783.53,24,1.0,06/27/2025
113280,30313.59,524.51,7360.85,300,1.0,08/04/2018
112007,32712.41,432.29,9916.06,24,1.0,11-01-2020
100356,-31205.59,0.0,6463.35,180,2.0,12/01/2020
111553,53918.83,966.34,7057.51,24,0.0,2019-04-08
100686,49089.95,1143.79,6746.35,60,2.0,2018-08-07
104584,39960.32,615.01,11838.38,180,0.0,01/05/2020
100837,42589.89,518.41,7912.12,12,0.0,10/31/2024
107013,47943.57,1195.49,20370.85,84,1.0,02/10/2023
108458,14403.69,1227.96,11870.43,12,1.0,09/22/2020
112256,24169.87,1510.07,8248.66,240,0.0,19-02-2022
112850,21098.36,857.81,12990.99,120,0.0,04/08/2023
110198,38810.43,1257.58,12862.82,180,0.0,2018-05-30
101726,22344.39,675.39,16980.14,12,1.0,11/26/2018
119859,33747.43,634.9,12654.74,60,0.0,29-04-2022
117756,66940.92,1019.26,18398.96,300,1.0,12/09/2022
102362,20781.64,712.09,5962.47,24,2.0,18-02-2025
117452,24956.46,0.0,6315.6,24,1.0,2018-10-26
103179,,0.0,15934.19,36,1.0,11/23/2018
110284,23981.43,949.71,7045.82,60,0.0,04/10/2024
117931,13748.99,1072.37,11405.28,84,1.0,05/13/2023
112499,30592.46,,,12,,12-08-2026
116736,30897.09,404.53,4422.83,300,0.0,10-10-2021
112530,54137.37,1033.54,7669.53,300,3.0,14-02-2021
104223,21468.35,883.68,9257.26,36,3.0,2020-05-26
116496,29276.29,766.81,7418.77,12,1.0,08/14/2023
112277,43468.07,0.0,10884.54,240,0.0,2018-04-18
109633,24140.1,1348.05,7185.64,240,0.0,06/05/2024
107379,12666.13,173.95,8388.73,120,2.0,08/21/2019
108101,22479.0,799.29,7724.84,12,1.0,22/11/2021
116383,25287.19,-737.4,10545.47,180,0.0,28/08/2026
109858,49939.16,962.44,16968.92,240,2.0,20/05/2024
110940,35859.96,,,12,,2018-02-14
106967,46531.97,495.09,10375.65,36,3.0,06/08/2025
115402,18323.13,770.77,9026.05,12,0.0,03-04-2024
106166,16760.68,0.0,9043.64,12,1.0,07/12/2020
106461,59191.92,429.82,6494.52,48,0.0,26-11-2022
103061,17267.88,351.26,2235.98,60,0.0,06/13/2018
100889,31182.77,722.74,8072.94,240,2.0,2025-04-29
100966,12742.84,1024.04,3855.11,300,2.0,2023-04-18
110481,21282.19,230.12,10290.86,12,2.0,04/30/2023
112897,45653.85,301.16,5652.67,180,1.0,06/21/2024
101963,29075.99,471.01,9737.46,84,2.0,28/07/2020
111317,47098.37,-460.5,7444.59,300,2.0,2021-05-29
109850,26000.86,522.09,2117.86,300,2.0,2026-01-03
112062,31821.74,715.92,6430.02,240,1.0,28-07-2019
109319,42990.39,566.5,4986.73,120,0.0,15-08-2022
116272,36031.19,520.38,7540.13,24,2.0,03-10-2024
108353,20515.77,480.96,5200.72,300,1.0,13-03-2019
120371,18391.74,881.0,5312.36,240,2.0,2024-03-07
109508,36929.42,732.76,7165.31,300,0.0,2021-11-24
116822,38370.4,263.19,1606.7,240,1.0,07/15/2020
112837,17363.6,153.42,10235.78,120,0.0,07/12/2026
117474,29217.48,399.43,9055.21,48,1.0,2020-04-27
102835,20934.28,854.36,14443.9,36,2.0,08-08-2019
109735,-44706.17,689.23,10687.33,12,2.0,2026-03-08
111455,13596.67,148.36,10882.1,84,2.0,22/03/2019
110005,71894.09,-640.6,4765.69,300,2.0,22-04-2019
107213,43342.95,0.0,7444.47,60,0.0,07/25/2020
107605,38943.51,135.01,11257.74,36,1.0,10/05/2020
100975,8177.14,436.75,13273.06,120,0.0,22-03-2021
102268,34691.33,380.11,18179.48,180,1.0,03/02/2025
103770,22260.82,738.2,5917.09,300,1.0,01/09/2019
118477,24158.8,487.64,6714.78,84,0.0,31/07/2025
114274,23715.46,1461.45,9276.86,300,3.0,11/11/2021
100132,27345.04,761.34,7748.97,180,2.0,2020-07-16
110131,31214.16,995.49,37027.74,180,2.0,09/03/2019
100581,,628.56,7520.78,84,1.0,14-01-2022
119819,35948.17,810.38,9292.47,180,3.0,11-12-2024
109716,21863.91,293.5,9294.99,12,0.0,2021-05-08
115662,20710.26,-1056.03,7931.82,240,1.0,09/08/2019
106839,12309.39,763.83,10677.94,120,0.0,03-09-2025
100393,27147.13,0.0,18764.15,84,2.0,21-09-2025
110218,42803.13,761.21,7444.91,84,2.0,21/03/2025
106558,25789.46,263.06,17524.86,180,2.0,2021-03-05
109301,19258.68,108.38,8999.45,84,0.0,2025-07-19
117794,25551.44,98.48,3691.64,60,1.0,2022-02-16
103928,28588.69,992.64,11830.06,120,1.0,25/02/2025
113398,22146.79,404.69,6289.37,36,0.0,2025-04-21
108401,24066.1,1133.47,14121.9,60,0.0,02/06/2019
104036,53121.99,1357.15,12389.04,48,0.0,2024-11-13
119595,53244.68,518.09,5072.64,36,2.0,2021-09-06
114078,19244.76,679.3,3858.18,180,2.0,18/06/2020
108183,12624.19,265.21,6076.02,60,1.0,08/31/2023
110469,53796.03,666.4,7506.34,48,1.0,2026-07-22
100225,61771.56,995.5,3666.75,240,1.0,30-07-2023
111426,30789.91,1017.97,4351.28,300,2.0,04/25/2020
104211,17791.14,416.03,11251.95,240,0.0,21-10-2025
116274,43780.74,488.72,11457.64,120,1.0,06-01-2024
120139,98107.52,31.73,1738.53,24,0.0,07/05/2026
106777,31550.33,743.58,6288.48,240,0.0,12/23/2020
104613,56453.4,361.8,17704.65,60,2.0,12/26/2025
113478,-33678.6,920.15,7555.73,120,0.0,2026-02-28
119449,23123.36,1041.72,19590.64,240,1.0,05/05/2024
108593,27159.31,1097.21,7334.92,60,0.0,2019-12-10
111366,44332.74,1006.94,7925.83,48,0.0,27-01-2026
112491,29164.27,1017.72,6160.2,24,1.0,19/09/2023
113514,20321.86,749.31,8619.92,84,1.0,2025-02-10
117564,52785.51,1524.26,20073.03,48,1.0,14-03-2025
120252,23254.21,881.11,7046.37,48,1.0,22/02/2021
115230,14835.28,693.08,17565.14,180,0.0,05/05/2022
105008,25282.98,634.77,6281.0,84,0.0,10/01/2018
113684,34796.71,890.78,20213.06,36,0.0,26-05-2026
103403,28691.03,1104.69,17380.0,60,1.0,2021-04-13
103515,22230.5,1130.44,4699.28,12,0.0,31-12-2019
103883,14943.28,1005.92,6984.97,180,1.0,04-01-2018
120352,,75.06,32385.17,36,2.0,03/27/2018
106755,55427.75,1008.66,6661.31,48,2.0,05/01/2021
115219,-28530.47,1184.97,6324.24,300,4.0,03/12/2020
102908,26512.56,647.38,21666.66,60,1.0,31/10/2025
116643,20110.81,569.54,10012.37,240,2.0,09/13/2018
104261,25454.77,1353.67,11165.15,12,0.0,23-05-2025
108071,-29989.72,582.11,9456.52,12,3.0,10/31/2024
119048,40948.39,340.75,11514.64,12,0.0,18/02/2021
102423,68985.47,987.89,5553.45,48,3.0,2020-05-24
115538,43067.4,0.0,26148.46,180,1.0,15-12-2023
105264,12368.64,1019.74,7552.35,36,3.0,2023-07-28
116820,33048.23,0.0,5336.95,12,1.0,08-04-2025
106163,25202.69,626.33,21851.7,240,2.0,11/06/2022
114787,62921.5,75.8,10053.01,300,1.0,2025-09-24
103548,17965.06,,,60,,20-04-2025
116075,43325.36,1116.05,8770.01,120,1.0,2022-06-06
119976,11744.28,19.35,4424.61,12,0.0,29/05/2020
120152,15148.59,430.66,11509.38,36,2.0,11/14/2022
107548,16271.98,885.83,11636.3,36,2.0,08/09/2022
115789,31674.57,985.12,12773.05,36,0.0,14-12-2019
120036,11641.09,214.85,16834.96,180,0.0,19-11-2021
101159,20749.38,218.96,19516.26,120,1.0,2024-11-13
106895,58744.63,888.68,37581.98,240,0.0,07/03/2021
111930,13023.01,603.09,10046.48,36,1.0,2023-11-24
105501,31144.61,704.97,9356.06,48,1.0,2025-11-18
113883,22162.65,1089.7,3621.94,120,0.0,08/26/2021
108047,56034.38,1236.76,51375.02,300,1.0,19/08/2026
100809,56776.42,1008.5,12948.48,240,2.0,11/29/2020
117881,30175.67,646.75,9768.68,60,1.0,12/19/2018
102650,24656.29,1.13,5214.83,24,1.0,07/09/2020
113099,25577.97,445.46,8651.67,300,3.0,2019-06-25
108789,11605.58,1004.57,18541.82,84,2.0,09/29/2024
103190,83074.04,136.27,10481.84,60,1.0,2024-11-23
103620,14212.26,1127.65,11035.84,48,0.0,2022-06-26
109894,32252.4,1389.41,7675.43,12,1.0,01/02/2020
118100,41200.87,1128.41,16881.69,24,2.0,20/08/2023
103650,20976.15,200.22,6532.16,84,3.0,2018-06-10
112482,27358.16,1074.82,12732.61,300,0.0,10/16/2021
114097,17851.54,800.44,10378.36,180,3.0,05/09/2021
116885,35658.78,1456.92,12632.36,180,0.0,08-02-2019
104070,17979.48,389.67,8144.61,120,0.0,16/04/2022
108290,23212.5,650.81,12054.21,120,1.0,16/03/2023
101394,17888.48,615.08,3044.47,36,4.0,06-07-2022
105976,45665.92,808.88,16510.74,240,0.0,24-11-2020
103370,61327.09,623.67,7813.44,120,2.0,21-03-2026
120213,75652.44,178.97,8704.65,240,1.0,24-04-2023
113430,27977.3,421.0,9592.82,180,1.0,06/02/2024
113747,19278.04,446.68,9000.75,48,1.0,23/09/2024
117232,29280.24,653.19,14111.75,180,0.0,2021-09-24
116440,26922.73,1040.04,7547.59,60,0.0,10/03/2022
101764,21746.01,789.74,10385.82,120,0.0,06/17/2019
101054,21746.8,361.43,5229.06,180,1.0,06-08-2023
115640,20797.48,0.0,11712.35,120,4.0,08/12/2020
113418,26687.52,1314.72,59965.28,60,1.0,2023-08-29
117245,55172.81,420.63,13354.83,84,1.0,12/04/2019
119688,31396.91,697.0,5866.67,84,0.0,2026-07-05
108856,13143.43,56.78,23208.62,300,1.0,2023-11-09
107002,50176.38,1145.02,7713.53,240,0.0,01/06/2025
112143,29663.05,366.33,26466.0,48,0.0,2019-08-23
107903,32397.31,1004.89,17835.29,12,0.0,2022-03-13
101736,18500.39,144.77,7170.9,180,0.0,04-08-2026
111539,21721.49,78.84,17630.23,24,1.0,10/02/2021
101568,47039.62,1781.47,13120.01,24,2.0,18/01/2021
100462,28492.2,61.3,17885.18,48,1.0,31-12-2020
100743,13814.98,1064.99,6581.55,36,3.0,02/14/2023
108414,-45157.57,829.65,24070.65,24,0.0,10/31/2024
103994,39032.92,444.14,8739.33,60,0.0,04/16/2020
118221,76727.84,604.24,28254.85,48,1.0,12/02/2023
108817,35259.91,1597.42,6290.69,12,1.0,23-08-2026
109308,62773.73,24.58,5480.65,240,0.0,2023-02-21
110654,24179.79,582.13,8901.79,36,4.0,03/06/2024
